Single Family Residential,2232 Juarez Dr,Fort Worth,76177,275000,4,2.5,Presidio Village South,2960,5489,2014,27,93,13
Single Family Residential,2233 Cavalry Dr,Fort Worth,76177,229900,3,2,Presidio Village,2073,5881,2008,4,111,20
Single Family Residential,224 Tipperary Dr,Keller,76248,448000,5,4,Flanigan Hill Add,4654,8756,2006,13,96,41
Single Family Residential,224 W Pleasantview Dr,Hurst,76054,299500,4,2,Mayfair Add,2354,9365,1966,2,127,0
Single Family Residential,225 Pine St,Aledo,76008,159900,2,1,Aledo Original Town,648,19602,1900,60,247,0
Single Family Residential,229 Cutting Horse Ln,Keller,76248,179900,3,2,West Bursey Ranch Add,1647,6708,1986,31,109,0
Single Family Residential,2301 Buelingo Ln,Fort Worth,76131,299330,4,3,West Fork Ranch 50's,2780,8276,2017,67,108,52
Single Family Residential,2301 Colt Ln,Crowley,76036,425000,3,2,Rancho Vista Estates,2249,113300,1997,97,189,0
Single Family Residential,2304 Toposa Dr,Fort Worth,76131,219850,2,2,West Fork Ranch,1427,1,2017,1,154,0
Single Family Residential,2308 Rosen Ave,Fort Worth,76164,82500,2,1.5,Rosen Heights First Filing,1080,7013,1925,3,76,0
Single Family Residential,2309 Gutierrez,Fort Worth,76177,239000,4,2,Heritage Trace,1858,3049,2014,1,129,13
Single Family Residential,2309 Ox Bow Ct,Arlington,76006,299500,3,3,Woodridge Add,3129,9278,1988,4,96,0
Single Family Residential,2309 Ryan Ave,Fort Worth,76110,449900,3,2.5,Ryan Place Add,2405,7362,2006,2,187,0
Single Family Residential,2312 Marigold Ave,Fort Worth,76111,319900,2,2,Oakhurst Add,1813,10803,1927,8,176,2
Single Family Residential,2313 Marshfield Dr,Bedford,76021,340000,3,2.5,Rustic Hollow Add,2440,6490,1995,4,139,13
Townhouse,2314 Kenley St,Fort Worth,76107,204900,2,2.5,Collinwood Twnhms I Condos,1238,2352,1984,6,166,355
Single Family Residential,2316 Ankina Ln,Fort Worth,76131,282000,4,2.5,Parr Trust,2836,5489,2014,25,99,52
Single Family Residential,2328 Moccassin Ln,Fort Worth,76177,219995,3,2,Tehama Ridge,1864,5663,2005,33,118,35
Single Family Residential,2360 Whispering Pines Dr,Fort Worth,76177,307990,5,3,Fairways at Champion Circle,2170,6011,2017,41,142,28
Single Family Residential,2401 Headwaters Rd,Burleson,76028,379900,4,2,Headwater Estates,2347,43560,2001,3,162,0
Single Family Residential,2405 Winthrop Ave,Fort Worth,76107,399900,3,2.5,Westover Ridge Add,2474,12371,1959,43,162,0
Single Family Residential,241 Soaring Hills Blvd,Fort Worth,76108,300000,5,3.5,Hills Of Windridge The,2881,9104,2016,28,104,38
Single Family Residential,2416 Whispering Pines Dr,Fort Worth,76177,307387,5,3,Fairways of Champions Circle,2011,1,2017,21,153,0
Single Family Residential,2420 Sweetwood Dr,Fort Worth,76131,130000,3,1,Northbrook Ph 1 & 2 Ftw,1410,6665,1980,7,92,0
Single Family Residential,2425 Colonial Pkwy,Fort Worth,76109,1150000,3,3.5,Colonial Hills Add,3647,12240,1941,7,315,0
Single Family Residential,2425 Whispering Pines Dr,Fort Worth,76247,290761,4,3,Fairways of Champion's Circle,2506,5663,2017,39,116,28
Single Family Residential,2428 Gelbray Pl,Fort Worth,76131,225000,3,2,Parr Trust,1975,5489,2013,4,114,52
Single Family Residential,2428 Grand Rapids Dr,Fort Worth,76177,259900,3,2.5,Presidio Village,2318,5750,2010,11,112,22
Single Family Residential,2441 Open Range Dr,Fort Worth,76177,319990,4,3.5,Fairways at Champion Circle,2810,1,2017,60,114,28
Single Family Residential,2441 Whispering Pnes,Fort Worth,76177,273535,4,3,Fairways of Champion's Circle,2237,1,2017,7,122,0
Single Family Residential,2444 Charisma Dr,Fort Worth,76131,238900,3,2.5,Alexandra Meadows,2487,5314,2007,5,96,29
Single Family Residential,2444 Flowing Springs Dr,Fort Worth,76177,301924,3,2,Fairways at Champion Circle,2011,1,2017,76,150,28
Single Family Residential,2445 Open Range Dr,Fort Worth,76177,339990,4,3.5,Fairways at Champion Circle,3050,1,2017,60,111,28
Single Family Residential,2445 Whispering Pines Dr,Fort Worth,76247,299608,4,3,Fairways Of Champion's Circle,2760,5663,2017,1,109,28
Single Family Residential,2448 Flowing Springs Dr,Fort Worth,76177,289523,3,2,Fairways of Champions Circle,1892,1,2017,1,153,0
Single Family Residential,2449 Whispering Pines Dr,Fort Worth,76247,255040,4,2,Fairways of Champion's Circle,1942,5663,2017,39,131,28
Single Family Residential,245 Athenia Dr,Fort Worth,76114,220000,3,1,Sunset Ridge Add,1080,7710,1947,1,204,0
Single Family Residential,2452 Open Range Dr,Fort Worth,76177,294990,3,2,Fairways at Champion Circle,2011,1,2017,76,147,28
Single Family Residential,2453 Whispering Pines Dr,Fort Worth,76177,342990,5,3.5,Fairways at Champion Circle,3270,1,2017,69,105,28
Single Family Residential,2457 Whispering Pines Dr,Fort Worth,76177,319990,3,2.5,Fairways at Champion Circle,2640,1,2017,69,121,28
Single Family Residential,2471 Somervell Trl,Grand Prairie,75052,360000,4,2.5,Lake Parks Add,3750,10062,2004,1,96,19
Single Family Residential,2500 Guilford Rd,Fort Worth,76107,274000,3,2,West Ridge Add,1304,11326,1946,26,210,0
Single Family Residential,2500 Malcolm St,Fort Worth,76112,174900,3,2,Wolfe F E & Mamie Add,1452,3223,1956,5,120,0
Single Family Residential,2501 Trailhead Dr,Fort Worth,76177,304900,3,2,Oak Creek Trails,2418,14288,2008,27,126,28
Single Family Residential,2504 Waters Edge Ln,Fort Worth,76116,449000,4,3,River Park Place,2792,6534,2007,46,161,132
Single Family Residential,2505 Old Trinity Way,Fort Worth,76116,569000,4,3.5,River Park Place,3313,5184,2006,56,172,125
Single Family Residential,2513 Open Range Dr,Fort Worth,76177,334500,4,3.5,Oak Creek Trails,3301,5619,2012,91,101,28
Single Family Residential,2521 Columbus Ave,Fort Worth,76164,133900,3,2.5,Rosen Heights First Filing,2133,7013,1916,7,63,0
Single Family Residential,2526 Butterfield Dr,Fort Worth,76133,105000,3,2,Countryside Add,955,5532,1985,3,110,0
Single Family Residential,2534 Winding Rd,Fort Worth,76133,129900,3,2,Countryside Add,1255,3703,1998,1,104,0
Single Family Residential,2536 Whispering Pines Dr,Fort Worth,76177,310000,4,3.5,Oak Creek Trails,3043,7318,2012,40,102,29
Single Family Residential,2549 Open Range Dr,Fort Worth,76177,300000,4,3.5,Oak Creek Trails,3043,5401,2013,11,99,28
Single Family Residential,2560 Boyd Ave,Fort Worth,76109,575000,4,4,Turner W C Add,3219,9888,1941,3,179,0
Townhouse,2601 Amherst Ct,Irving,75038,124500,3,2.5,Club,1325,871,1973,1,94,180
Single Family Residential,2601 Las Ventanas Trl,Fort Worth,76131,319900,4,3,Santa Fe Enclave,2967,10019,2006,60,108,63
Single Family Residential,2604 Valparaiso Trl,Arlington,76017,250000,4,3,Valparaiso Estate,2733,8799,1978,1,91,0
Single Family Residential,2614 Bent Tree Ln,Arlington,76016,149000,3,2,Lake Arl Highlands Add,1561,7492,1973,4,95,0
Single Family Residential,2616 Coldstream Dr,Fort Worth,76123,138900,3,2,Meadow Creek #1 Add,1469,6752,1986,1,95,0
Multi-Family (2-4 Unit),2616 Roseland St #2,Fort Worth,76103,132750,4,2,Roberts John C Sub,1890,6490,1959,3,70,0
Single Family Residential,2616 Winding Rd,Fort Worth,76133,104900,2,2,Countryside Add,997,4530,1996,1,105,0
Single Family Residential,2621 Mountain Lion Dr,Fort Worth,76244,189900,3,2,Villages Of Woodland Spgs W,1408,4400,2005,1,135,41
Single Family Residential,2621 True Ave,Fort Worth,76114,119000,2,2,North Beverly Hills Estates,1000,7187,1987,1,119,0
Single Family Residential,2624 Carter Ave,Fort Worth,76103,82000,2,1,Sycamore Heights,1060,7013,1946,1,77,0
Single Family Residential,2633 Ensenada Ln,Fort Worth,76108,195000,4,2.5,Little Chapel Creek Add,2155,5532,2002,26,90,0
Single Family Residential,2658 Riverwood Trl,Fort Worth,76109,529900,3,2.5,Villages Of Stonegate Add,2461,12284,1999,1,215,133
Single Family Residential,2700 W Oakdale Rd,Irving,75060,179900,3,2,Southwest Park Estates,1557,6316,1975,1,116,0
Single Family Residential,2701 Sw Hulen St,Burleson,76028,525000,4,3,H G Catlett,2850,411206,1999,160,184,0
Single Family Residential,2705 Mountain Lion Dr,Fort Worth,76244,259900,4,2.5,Villages Of Woodland Spgs W,2236,4400,2004,27,116,41
Single Family Residential,2708 Ryan Ave,Fort Worth,76110,179900,2,1,Ryan Place Add,927,6752,1943,4,194,0
Single Family Residential,2708 Thistlewood Ct,Flower Mound,75022,359000,3,2.5,Woodlake Estates,2451,9322,1993,1,146,20
Single Family Residential,2714 Whispering Trail Cir,Pantego,76013,279000,4,2.5,Glen Hills Add,2365,13852,1975,2,118,0
Single Family Residential,2716 Los Gatos Ln,Fort Worth,76131,373000,4,3,Santa Fe Enclave,3345,8276,2010,24,112,63
Single Family Residential,2721 Thorncreek Ln,Fort Worth,76177,299900,5,3.5,Beechwood Creeks,2376,8712,2004,10,126,38
Single Family Residential,2724 Bretton Wood Dr,Fort Worth,76244,250000,3,2.5,Villages Of Woodland Spgs W,2504,4356,2014,103,100,41
Single Family Residential,2725 Nw 16th St,Fort Worth,76106,154900,3,2,Belmont Park Add,1403,7013,2017,5,110,0
Single Family Residential,2732 Maegen Cir,Fort Worth,76112,199500,3,2.5,Blairbrook Fields Add,2272,5053,2006,4,88,0
Single Family Residential,2740 Red Wolf Dr,Fort Worth,76244,185000,3,2,Villages Of Woodland Spgs W,1398,5489,2005,2,132,41
Single Family Residential,2740 S Grove St,Fort Worth,76104,69900,2,1,Ryan & Pruitt,864,6273,1928,3,81,0
Single Family Residential,2745 ALBATROSS Ln,Fort Worth,76177,301382,4,3.5,Fairways at Champion Circle,2885,7187,2017,66,104,34
Single Family Residential,2760 Lynx Ln,Fort Worth,76244,209900,4,2.5,Villages Of Woodland Spgs West,1946,4792,2004,26,108,38
Single Family Residential,2800 Los Osos,Fort Worth,76131,295000,3,2,Santa Fe Enclave,2395,9757,2011,35,123,67
Single Family Residential,2801 W Biddison St,Fort Worth,76109,290000,4,2,Bluebonnet Hills,2310,5489,1947,5,126,0
Single Family Residential,2804 Mill Ridge Dr,Hurst,76054,359000,3,2.5,Mill Creek Haven,2377,8756,1997,1,151,0
Single Family Residential,2811 Marrickville Dr,Trophy Club,76262,586500,5,4,The Highlands At Trophy Club N,4014,14157,2013,61,146,21
Single Family Residential,2812 East Ln,Fort Worth,76116,289950,4,2,Ridglea North Add,1715,10934,1942,22,169,0
Single Family Residential,2815 Fairfield Ave,Fort Worth,76116,300000,3,2,Ridglea North Add,1454,9148,1942,33,206,0
Single Family Residential,2817 Leith Ave,Fort Worth,76133,175000,3,2,South Hills Add,1528,9888,1956,1,115,0
Single Family Residential,2841 Thorncreek Ln,Fort Worth,76177,294900,4,3,Beechwood Creeks,2652,7754,2008,7,111,34
Single Family Residential,2844 Thorncreek Ln,Fort Worth,76177,299900,5,3.5,Beechwood Creeks,3146,8712,2004,39,95,34
Single Family Residential,2869 Spotted Owl Dr,Fort Worth,76244,250000,4,2.5,Villages Of Woodland Spgs W,2349,6970,2004,4,106,10
Single Family Residential,2907 Monties Ln,Arlington,76015,599000,4,3.5,Monties Ranchettes Sub,5137,62857,1993,105,117,0
Single Family Residential,2909 Deanne Ct,Fort Worth,76123,178900,4,2.5,Meadow Creek #1 Add,2179,9801,1989,3,82,0
Single Family Residential,2909 Miller Ave,Fort Worth,76105,99900,3,2,Eastwood Add,1047,8059,1951,1,95,0
Single Family Residential,2913 Nottingham Dr,Trophy Club,76262,495000,4,3.5,The Highlands At Trophy Club N,2946,11543,2014,1,168,24
Single Family Residential,2917 Laredo Dr,Fort Worth,76116,168000,4,2,Western Hills Add,1722,8407,1960,27,98,0
Single Family Residential,2921 Hollow Valley Dr,Fort Worth,76244,249900,4,2,Villages Of Woodland Spgs W,2243,6970,2005,47,111,41
Single Family Residential,2924 Wispy Trl,Fort Worth,76108,179900,3,2,Palmilla Spgs,1658,5663,2008,6,109,28
Single Family Residential,2928 Merry View Ln,Fort Worth,76120,199900,3,2,Bluffs The,1969,6970,2008,1,102,16
Single Family Residential,2933 Wispy Trl,Fort Worth,76108,209900,3,2.5,Palmilla Spgs,2688,5663,2012,53,78,28
Single Family Residential,2936 Sawtimber Trl,Fort Worth,76244,319900,4,2.5,Villages Of Woodland Spgs W,3104,7754,2008,6,103,41
Single Family Residential,2942 8th Ave,Fort Worth,76110,359900,3,3,Ryan South John C Add,2339,6273,1920,4,154,0
Single Family Residential,3 Cambria Ct,Trophy Club,76262,375000,4,3,Lakes Of Trophy Club Ph 3,2857,10062,1999,25,131,35
Single Family Residential,300 Foxcroft Ln,Keller,76248,499900,4,3.5,Harmonson Farms,3709,16727,2005,69,135,50
Single Family Residential,3005 Avenue D,Fort Worth,76105,385000,6,3,Polytechnic Heights Addition,2417,6229,1925,5,159,0
Single Family Residential,3007 Upland Dr,Mansfield,76063,329900,5,3.5,Claremont Estates Add,3497,7841,2001,4,94,0
Single Family Residential,3011 Casa Bella Dr,Arlington,76010,210000,5,2.5,Parks At Susan Drive The,1834,4356,2004,4,115,0
Single Family Residential,3015 Willing Ave,Fort Worth,76110,272500,2,2,Ryan South John C Add,1072,6273,1938,6,254,0
Single Family Residential,3017 Elsinor Dr,Fort Worth,76116,155000,4,2,Western Hills Add,1671,8712,1970,6,93,0
Single Family Residential,3020 Fairland Dr,Highland Village,75077,385500,5,3,Chapel Hill Add Ph I,3525,8407,2000,3,109,25
Single Family Residential,3021 Sangria Ln,Fort Worth,76177,299900,3,2,Riverside Place,2121,7841,2016,33,141,25
Single Family Residential,3024 Veranda Vista Dr,Fort Worth,76177,279500,3,2.5,The Villages of Woodland Springs,1930,4356,2014,25,145,42
Single Family Residential,3033 Portales Dr,Fort Worth,76116,182350,3,2,Western Hills Add,1685,8407,1968,3,108,0
Single Family Residential,3033 Sawtimber Trl,Fort Worth,76244,320000,4,3.5,Villages Of Woodland Spgs W,2893,6839,2009,12,111,41
Single Family Residential,3036 Misty Pines Dr,Fort Worth,76177,277485,3,2,Villages of Woodland Springs - Valley Ridge,1850,7013,2015,54,150,41
Single Family Residential,304 Deauville Dr,Fort Worth,76108,142000,3,2,Chapel Creek,1488,5576,1985,6,95,0
Single Family Residential,304 Watermere Dr,Southlake,76092,410000,3,3.5,Watermere At Southlake Condo,2588,0,2007,3,158,2150
Single Family Residential,305 10th St,Grand Prairie,75050,94000,3,1.5,Mikeska,1674,16683,1967,1,56,0
Single Family Residential,305 Blairwood Dr,Fort Worth,76134,234900,5,3,Brookwood Park,3478,5489,2005,3,68,0
Single Family Residential,305 Meandering Ln,Burleson,76028,319900,4,3,Castle Hill Estate Ph 01,3268,12937,2001,77,98,0
Single Family Residential,308 Creekhaven Ct,Keller,76248,495000,5,4.5,Marshall Ridge North,4042,11238,2008,35,122,63
Single Family Residential,309 Silver Rose Blvd,Burleson,76028,581900,4,3.5,Rose Creek Estates,4338,43560,2008,4,134,42
Single Family Residential,310 S Oakvista Ct,Aledo,76008,490000,4,3,Oakcrest Hills Estates,3404,46609,2004,1,144,23
Multi-Family (2-4 Unit),3100 Hale Ave,Fort Worth,76106,155000,6,2,Moody J M Sub,1960,6490,2006,3,79,0
Single Family Residential,3104 Chisholm Trl,Fort Worth,76116,200000,3,2,Western Hills Add,1860,10193,1966,11,108,0
Single Family Residential,3105 Bella Lago Dr,Fort Worth,76177,274000,3,2,Riverside Place,1919,6970,2017,11,143,25
Single Family Residential,3109 Antler Point Dr,Fort Worth,76108,210900,3,2.5,Homestead,2189,6098,2017,1,96,28
Single Family Residential,3112 Sandcastle Trl,Arlington,76012,239000,3,2,Waterway Park North,1857,6882,1994,1,129,43
Single Family Residential,3116 Laredo Dr,Fort Worth,76116,185500,3,2,Western Hills Add,2343,13155,1964,33,79,0
Single Family Residential,312 Granite Falls Dr,Keller,76248,359900,5,3,Saddlebrook Estates Add,3068,8581,2003,21,117,16
Single Family Residential,3124 Chisholm Trl,Fort Worth,76116,175000,3,2,Western Hills Add,1743,10193,1959,11,100,0
Single Family Residential,313 Cindy Ln,Saginaw,76179,187000,3,2,Parkwest,1820,7275,1995,38,103,0
Single Family Residential,313 Smyth St,Aledo,76008,245000,4,3,Country Acres,2088,9453,2005,17,117,0
Single Family Residential,3132 Jane Ln,Haltom City,76117,78000,2,1,Lakeland Heights Add,1204,9322,1952,2,65,0
Single Family Residential,314 Tulip Way,Keller,76248,369900,3,3,Villas of Stone Glen Condos,2468,3615,2013,43,150,286
Single Family Residential,316 Gardenia Ct,Burleson,76028,150000,3,2,Gardens,1401,7667,1966,1,107,0
Single Family Residential,316 Ranch House Rd,Willow Park,76087,219000,3,2,El Chico,1647,48787,1970,76,133,0
Single Family Residential,317 Hovenkamp St,Keller,76248,219900,3,2,Johnson Add,1974,10106,1984,4,111,0
Single Family Residential,319 Creekview Ter,Aledo,76008,499900,4,3.5,Parks Of Aledo Ph,2977,9148,2013,40,168,48
Single Family Residential,320 Goldfinch Dr,Fort Worth,76108,209500,3,2,Westpoint Add,1777,8973,1980,65,118,0
Single Family Residential,3200 Edgehill Rd,Fort Worth,76116,399000,4,3,Ridglea North Add,2626,8102,1952,4,152,0
Single Family Residential,3200 High Ridge Ct,Mansfield,76063,475000,5,3,Lakes Of Creekwood Add,4014,10498,2005,1,118,50
Single Family Residential,3200 Spanish Oak Dr,Fort Worth,76109,435000,3,2,Tanglewood Add,2134,11282,1958,7,204,0
Single Family Residential,321 Post View Dr,Aledo,76008,284999,4,2.5,The Villas,2674,1,2015,68,107,29
Single Family Residential,3212 Muleshoe Ln,Fort Worth,76179,195000,3,2,Ranch At Eagle Mountain Add,1832,6534,2001,32,106,21
Single Family Residential,3218 Griffiths Dr,Irving,75061,167500,4,2,Ridgecrest Manor,1737,7797,1965,1,96,0
Single Family Residential,3221 Bigham Blvd,Fort Worth,76116,265000,3,2,Ridglea North Add,1695,8581,1943,5,156,0
Single Family Residential,3228 Crystal Brook Ct,Grand Prairie,75052,185000,3,2,Kirby Creek Village 01,1557,8102,1989,1,119,0
Single Family Residential,3233 Lubbock Ave,Fort Worth,76109,270000,3,1,Byers & Mccart Addition,1369,6229,1935,6,197,0
Single Family Residential,324 Aledo Springs Ct,Fort Worth,76126,650000,5,4,Creeks Of Aledo,3295,362506,1999,462,197,54
Single Family Residential,324 Wofford Way,Saginaw,76179,115000,3,1.5,Rancho North Add,1520,7623,1963,1,76,0
Single Family Residential,3244 Jetranger Rd,Fort Worth,76053,240000,3,2,Bell Station,1825,5227,2006,4,132,29
Single Family Residential,3244 Wabash Ave,Fort Worth,76109,385000,3,2,Bluebonnet Hills,1691,6316,1931,4,228,0
Single Family Residential,325 Canadian Ln,Burleson,76028,274900,3,2,Shannon Crk Ph 3b,2453,7187,2015,25,112,0
Single Family Residential,325 Colorado Dr,Burleson,76028,299990,4,3.5,Shannon Crk Ph 02b,3361,7187,2012,42,89,0
Single Family Residential,326 Hill Creek Ln,Grapevine,76051,570000,4,4.5,Glade Hill,3424,7057,2015,1,166,63
Single Family Residential,3269 Centennial Rd,Forest Hill,76119,134900,3,2,College Oaks Add,1469,10803,1970,3,92,0
Single Family Residential,3270 Olive Pl,Fort Worth,76116,214000,3,2,Boaz Z Country Place Add,1308,6490,1955,29,164,0
Single Family Residential,328 Langley Ave,Everman,76140,119000,3,1.5,Everman Place Add,1105,13112,1968,4,108,0
Single Family Residential,328 Sw Dian St,Burleson,76028,184500,3,2,Tarrant,1843,11195,1961,158,100,0
Single Family Residential,329 Aledo Springs Ct,Fort Worth,76126,479000,3,3,Creeks Of Aledo Ph,2625,265019,1998,146,182,50
Single Family Residential,3308 Horton Rd,Forest Hill,76119,207000,4,2,DE LA GARZA  MARCELINE SURVEY ABSTRACT,1826,40075,2007,1,113,0
Single Family Residential,3312 Woodford Dr,Arlington,76013,260000,4,2.5,Woodland West Estates Add,2173,10411,1967,1,120,0
Single Family Residential,3323 Balcones,Irving,75063,599416,5,3,Parkside,3124,6534,2017,1,192,114
Single Family Residential,3333 Count Dr,Fort Worth,76244,318000,4,3.5,Saratoga,3098,5489,2007,90,103,43
Single Family Residential,336 Coral Vine Ln,Burleson,76028,279500,4,3,Mistletoe Hill Ph VI & Vii,3015,8756,2013,33,93,25
Single Family Residential,339 Creekview Ter,Aledo,76008,596000,4,3.5,Parks Of Aledo Ph,4063,9888,2017,39,147,47
Single Family Residential,340 Coral Vine Ln,Burleson,76028,207000,3,2,Mistletoe Hill,1671,7841,2013,25,124,25
Single Family Residential,340 Fox Ln,Burleson,76028,227500,2,1.5,CA PETERSON ADDITION,1120,54711,1985,279,203,0
Single Family Residential,3400 Kingsbury Ave,Richland Hills,76118,119900,3,1,Richland Hills Add,1188,15333,1952,4,101,0
Single Family Residential,3404 Sedaila Ranch Rd,Fort Worth,76262,199500,3,2,Lost Creek Ranch North Add,1632,5227,2003,50,122,0
Single Family Residential,3404 W Fuller Ave,Fort Worth,76133,124900,3,1.5,Wilshire Add,2032,7057,1955,1,61,0
Single Family Residential,3405 Bradford Dr,Flower Mound,75028,235000,3,2,Windsor Park Flower Mound,1604,6055,1994,3,147,23
Single Family Residential,341 Canadian Ln,Burleson,76028,315000,5,3,Shannon Crk Ph 3b,3501,7187,2015,137,90,0
Single Family Residential,3412 Swan Ct,Arlington,76015,167000,3,2,Waverly Place,1480,8581,1985,1,113,0
Single Family Residential,3414 Cotillion Dr,Arlington,76017,190000,3,2,Hialeah Add,1628,6795,1982,3,117,0
Single Family Residential,3417 Livingston Ave,Fort Worth,76110,99900,2,1,South Summitt Heights Add,720,6273,1951,1,139,0
Single Family Residential,3417 Medlin Ranch Rd,Fort Worth,76262,232500,4,2.5,Lost Creek Ranch North Ii,2778,6273,2006,4,84,0
Single Family Residential,3420 Muleshoe Ln,Fort Worth,76179,215000,4,2,Ranch At Eagle Mountain Add,1784,6534,2001,8,121,21
Single Family Residential,3436 Stanley Ave,Fort Worth,76110,215000,3,2,South Summitt Heights Add,1800,6273,1977,1,119,0
Single Family Residential,349 Blairwood Dr,Fort Worth,76134,149995,3,2,Brookwood Park,1475,5489,2006,1,102,0
Single Family Residential,350 Fox lane Ln,Burleson,76028,310000,3,2,C A Peterson Add,1665,68389,2000,61,186,0
Single Family Residential,3500 Horace Ave,Fort Worth,76244,374900,5,4,Heritage Add,3415,11761,2004,72,110,29
Single Family Residential,3500 Oak Bend Dr,Arlington,76016,260000,4,2.5,Oak Knoll Estates,2398,8320,1989,1,108,0
Single Family Residential,3501 W 6th St,Fort Worth,76107,750000,3,3.5,Monticello Add,2913,7187,1928,7,257,0
Single Family Residential,3504 Chapel Pointe Trl,Fort Worth,76116,145000,3,2,Chapel Ridge Add,1210,5314,1999,3,120,0
Single Family Residential,3505 Beekman Dr,Fort Worth,76244,285000,3,2.5,Saratoga,2205,5489,2005,4,129,47
Single Family Residential,3505 Caprock Ranch Rd,Fort Worth,76262,218900,3,2.5,Lost Creek Ranch North Add,2624,6098,2004,103,83,0
Single Family Residential,3507 Estates Dr,Dalworthington Gardens,76016,418000,4,5,Estates Add,4431,21214,1983,4,94,0
Single Family Residential,3509 Brentwood Dr,Colleyville,76034,659900,5,4.5,Woodbriar Estates West Add,5250,15987,1983,4,126,0
Single Family Residential,3509 Ridge Haven Cir,Bedford,76021,224900,3,2,Oak Ridge Estates,1660,8015,1982,1,135,0
Single Family Residential,3509 Yucca Ave,Fort Worth,76111,220000,3,2,Sylvan Heights Add,1844,8233,1939,3,119,0
Single Family Residential,3512 Burts Dr,Fort Worth,76244,429000,5,4,Heritage Add,3921,11326,2003,96,109,33
Single Family Residential,3514 Windsor St,Irving,75062,235000,4,2.5,Northgate West 04,2140,8015,1960,1,110,0
Single Family Residential,3521 Live Oak Rd,Willow Park,76087,265000,3,2,Laguna Vista Estates,1810,119093,1993,19,146,0
Single Family Residential,3529 W Fuller Ave,Fort Worth,76133,159900,3,2,Wilshire Add,1449,6534,1955,1,110,0
Single Family Residential,353 Canadian Ln,Burleson,76028,288000,4,2.5,Shannon Crk Ph 3b,2588,7187,2015,6,111,0
Single Family Residential,3537 Pendery Ln,Fort Worth,76244,299900,4,3.5,Heritage Add,3052,6534,2003,5,98,33
Single Family Residential,3555 Wind River Ct,Fort Worth,76116,589900,4,4,Ridglea Country Club Estates,3806,20212,1999,6,155,8
Condo/Co-op,3575 Lone Star Cir #502,Fort Worth,76177,219900,1,1,Peterson,1000,1220,1997,99,220,400
Condo/Co-op,3575 Lone Star Cir #701,Fort Worth,76177,284900,2,2,Peterson,1650,1,1997,146,173,400
Condo/Co-op,3575 Lone Star Cir #703,Fort Worth,76177,269900,2,2,Peterson,1590,1,1997,139,170,400
Condo/Co-op,3575 Lone Star Cir #802,Fort Worth,76177,325000,2,2,Peterson,1650,1,1997,82,197,400
Condo/Co-op,3575 Lone Star Cir #909,Fort Worth,76177,330000,2,2,Peterson,1740,1,1997,410,190,370
Single Family Residential,359 Bear Country Dr,Aledo,76008,552900,4,4,Bear Country,3948,47045,2017,1,140,50
Single Family Residential,360 S Dobson St,Burleson,76028,234900,3,1,Burleson Add,2175,49571,1905,113,108,0
Single Family Residential,3600 Acton Dr,Flower Mound,75022,529000,4,3.5,Stafford Estates Ph III A  B &,3996,12545,1999,1,132,30
Single Family Residential,3600 Norfolk Rd,Fort Worth,76109,549900,3,2.5,Westcliff Add,2600,17511,1948,3,212,0
Single Family Residential,3600 Pendery Ln,Fort Worth,76244,250000,3,2.5,Heritage Add,2377,6098,2002,50,105,33
Single Family Residential,3600 Sutter Ct,Fort Worth,76137,180000,3,2,Sutters Mill Add,2021,7187,1994,2,89,0
Single Family Residential,3603 Canary Dr,Irving,75062,151500,3,2.5,Plymouth Park North 06 Rev,1824,9191,1966,1,83,0
Single Family Residential,3609 Barber Creek Ct,Fort Worth,76244,539900,3,2.5,Villas at Barber Creek,2782,6970,2017,172,194,83
Single Family Residential,3612 Mountain Ranch Rd,Fort Worth,76262,219900,4,2.5,Lost Creek Ranch North Add,2661,5227,2004,4,83,0
Single Family Residential,3616 Avenue N,Fort Worth,76105,59000,2,1,Raef Subdivision,1122,6273,1928,1,53,0
Single Family Residential,3621 Rialto Way,Grand Prairie,75052,175000,3,2,Forum Village S W Add,1333,12763,1982,3,131,0
Single Family Residential,3625 Lake Hill Ln,Fort Worth,76053,259900,3,2,Lakeview North Add,2150,13373,2003,3,121,23
Single Family Residential,3633 CRIPPLE CREEK Trl,Fort Worth,76262,219900,4,2.5,LOST SPURS,2370,8233,2000,31,93,0
Multi-Family (2-4 Unit),3640 Country Club Dr W,Irving,75038,185900,3,2,Country Club Place,1397,4704,1987,2,133,0
Single Family Residential,3705 Lankford Trl,Fort Worth,76244,269000,4,2,Heritage Add,2077,8712,2005,32,130,33
Single Family Residential,3706 Waycross Ct,Arlington,76016,329000,4,3,Huntwick,2724,4008,1980,4,121,0
Single Family Residential,3709 Dalton St,Fort Worth,76244,444900,5,4,Heritage Add,4599,11761,2004,96,97,33
Single Family Residential,3709 Summercrest Dr,Fort Worth,76109,594500,4,3,Overton West Add,2872,14026,1962,1,207,0
Single Family Residential,3712 Grantsville Dr,Fort Worth,76244,248000,3,2,Mc Pherson Ranch,1884,5489,2004,4,132,34
Single Family Residential,3713 Collinwood Ave,Fort Worth,76107,359900,3,2,Queensborough Add,1830,6011,1946,1,197,0
Single Family Residential,3713 Cork Pl,Fort Worth,76116,155900,4,2,Waverly Park Add,1487,8407,1959,39,105,0
Single Family Residential,3720 Chickasaw Ave,Fort Worth,76119,170000,4,2,Kaywood Heights Add,2556,9017,1951,3,67,0
