79491,UNIQUE,Lubbock,Lubbock County,0
75772,PO BOX,Maydelle,Cherokee County,162
79326,STANDARD,Fieldton,Lamb County,39
75659,PO BOX,Jonesville,Harrison County,226
76463,STANDARD,Mingus,Palo Pinto County,380
88568,PO BOX,El Paso,El Paso County,0
77988,PO BOX,Telferner,Victoria County,738
78569,STANDARD,Lyford,Willacy County,3660
75376,PO BOX,Dallas,Dallas County,838
75110,STANDARD,Corsicana,Navarro County,25790
76660,STANDARD,Malone,Hill County,390
77274,PO BOX,Houston,Harris County,1024
79995,PO BOX,El Paso,El Paso County,851
77204,UNIQUE,Houston,Harris County,22
77902,PO BOX,Victoria,Victoria County,1127
76068,PO BOX,Mineral Wells,Parker County,1263
76621,STANDARD,Abbott,Hill County,1040
75670,STANDARD,Marshall,Harrison County,14840
76102,STANDARD,Fort Worth,Tarrant County,6730
88539,PO BOX,El Paso,El Paso County,0
75564,PO BOX,Lodi,Marion County,148
77522,PO BOX,Baytown,Harris County,3001
75702,STANDARD,Tyler,Smith County,23520
75028,STANDARD,Flower Mound,Denton County,43790
75636,PO BOX,Cason,Morris County,371
77050,STANDARD,Houston,Harris County,4580
77531,STANDARD,Clute,Brazoria County,14410
88569,PO BOX,El Paso,El Paso County,0
76071,STANDARD,Newark,Wise County,3620
78646,PO BOX,Leander,Williamson County,1152
78101,STANDARD,Adkins,Bexar County,7890
78617,STANDARD,Del Valle,Travis County,22050
76666,STANDARD,Mertens,Hill County,230
76370,PO BOX,Megargel,Archer County,295
79057,STANDARD,Mclean,Gray County,950
76525,STANDARD,Evant,Coryell County,880
77430,STANDARD,Damon,Brazoria County,2070
76130,UNIQUE,Fort Worth,Tarrant County,23
75937,STANDARD,Chireno,Nacogdoches County,970
79240,STANDARD,Lelia Lake,Donley County,67
75026,PO BOX,Plano,Collin County,993
76426,STANDARD,Bridgeport,Wise County,10270
75315,PO BOX,Dallas,Dallas County,652
76452,PO BOX,Energy,Comanche County,79
79061,STANDARD,Mobeetie,Wheeler County,340
75760,STANDARD,Cushing,Nacogdoches County,2080
77041,STANDARD,Houston,Harris County,36620
75750,STANDARD,Arp,Smith County,3440
75149,STANDARD,Mesquite,Dallas County,55150
79225,STANDARD,Chillicothe,Hardeman County,870
77089,STANDARD,Houston,Harris County,49140
75052,STANDARD,Grand Prairie,Dallas County,88470
76866,STANDARD,Paint Rock,Concho County,450
77498,STANDARD,Sugar Land,Fort Bend County,47070
76571,STANDARD,Salado,Bell County,7270
79910,STANDARD,El Paso,El Paso County,795
78231,STANDARD,San Antonio,Bexar County,8490
79082,STANDARD,Springlake,Lamb County,260
77076,STANDARD,Houston,Harris County,31000
76380,STANDARD,Seymour,Baylor County,2940
77017,STANDARD,Houston,Harris County,30480
78752,STANDARD,Austin,Travis County,16400
76372,STANDARD,Newcastle,Young County,770
78681,STANDARD,Round Rock,Williamson County,52740
75203,STANDARD,Dallas,Dallas County,13610
75053,PO BOX,Grand Prairie,Dallas County,1604
79343,STANDARD,Lorenzo,Crosby County,1290
77442,STANDARD,Garwood,Colorado County,860
75966,STANDARD,Newton,Newton County,3620
75693,STANDARD,White Oak,Gregg County,6310
79107,STANDARD,Amarillo,Potter County,30460
78291,PO BOX,San Antonio,Bexar County,103
79541,STANDARD,Ovalo,Taylor County,710
76689,STANDARD,Valley Mills,Bosque County,3480
78344,STANDARD,Bruni,Webb County,360
79403,STANDARD,Lubbock,Lubbock County,13610
78682,UNIQUE,Round Rock,Williamson County,46
78063,STANDARD,Pipe Creek,Bandera County,7730
76446,STANDARD,Dublin,Erath County,7330
77563,STANDARD,Hitchcock,Galveston County,8560
78744,STANDARD,Austin,Travis County,43740
78946,STANDARD,Ledbetter,Lee County,940
79916,STANDARD,Fort Bliss,El Paso County,1576
75404,PO BOX,Greenville,Hunt County,745
79124,STANDARD,Amarillo,Potter County,8460
79740,STANDARD,Girvin,Crane County,0
77241,PO BOX,Houston,Harris County,214
78628,STANDARD,Georgetown,Williamson County,27340
75076,STANDARD,Pottsboro,Grayson County,6680
75637,PO BOX,Clayton,Panola County,123
77469,STANDARD,Richmond,Fort Bend County,41140
77632,STANDARD,Orange,Orange County,19320
77256,PO BOX,Houston,Harris County,262
76177,STANDARD,Fort Worth,Tarrant County,11550
78292,PO BOX,San Antonio,Bexar County,47
77631,PO BOX,Orange,Orange County,927
77418,STANDARD,Bellville,Austin County,8810
79533,STANDARD,Lueders,Jones County,520
75976,PO BOX,Wells,Cherokee County,1026
75089,STANDARD,Rowlett,Dallas County,30600
78265,PO BOX,San Antonio,Bexar County,992
75478,STANDARD,Saltillo,Hopkins County,820
76192,UNIQUE,Fort Worth,Tarrant County,0
77334,PO BOX,Dodge,Walker County,561
79223,STANDARD,Cee Vee,Cottle County,18
75039,STANDARD,Irving,Dallas County,15640
76485,PO BOX,Peaster,Parker County,325
78353,STANDARD,Encino,Brooks County,270
77505,STANDARD,Pasadena,Harris County,21470
79968,UNIQUE,El Paso,El Paso County,262
75755,STANDARD,Big Sandy,Upshur County,4550
79547,STANDARD,Rule,Haskell County,600
77833,STANDARD,Brenham,Washington County,23420
79738,STANDARD,Gail,Borden County,310
77465,STANDARD,Palacios,Matagorda County,6650
79235,STANDARD,Floydada,Floyd County,3050
78269,PO BOX,San Antonio,Bexar County,912
78259,STANDARD,San Antonio,Bexar County,25530
76550,STANDARD,Lampasas,Lampasas County,10690
78409,STANDARD,Corpus Christi,Nueces County,2440
75232,STANDARD,Dallas,Dallas County,27800
76566,STANDARD,Purmela,Coryell County,270
78250,STANDARD,San Antonio,Bexar County,52460
79051,PO BOX,Kerrick,Dallam County,51
76559,STANDARD,Nolanville,Bell County,4880
75799,UNIQUE,Tyler,Smith County,0
77857,PO BOX,Gause,Milam County,780
77807,STANDARD,Bryan,Brazos County,8740
76070,STANDARD,Nemo,Somervell County,410
78052,STANDARD,Lytle,Atascosa County,6990
78884,STANDARD,Utopia,Uvalde County,1000
75157,PO BOX,Rosser,Kaufman County,369
76657,STANDARD,Mc Gregor,McLennan County,9490
76943,STANDARD,Ozona,Crockett County,3640
76638,STANDARD,Crawford,McLennan County,2760
78375,STANDARD,Premont,Jim Wells County,2840
78586,STANDARD,San Benito,Cameron County,46250
88513,PO BOX,El Paso,El Paso County,0
77005,STANDARD,Houston,Harris County,22810
76598,UNIQUE,Gatesville,Coryell County,47
75228,STANDARD,Dallas,Dallas County,63990
77262,PO BOX,Houston,Harris County,224
75489,PO BOX,Tom Bean,Grayson County,1249
75007,STANDARD,Carrollton,Denton County,52050
78956,STANDARD,Schulenburg,Fayette County,4740
76265,STANDARD,Saint Jo,Montague County,1440
77561,PO BOX,Hardin,Liberty County,1780
77332,PO BOX,Dallardsville,Polk County,119
75780,PO BOX,New Summerfield,Cherokee County,1053
75187,PO BOX,Mesquite,Dallas County,714
77379,STANDARD,Spring,Harris County,74610
79363,STANDARD,Shallowater,Lubbock County,5420
75087,STANDARD,Rockwall,Rockwall County,32800
77977,PO BOX,Placedo,Victoria County,671
